fold,mae,rmse,mape,r2,performance
0,14.546442985534668,19.8055488594737,0.2105339914560318,-1.0971412658691406,Poor ✗
1,1.1117589473724365,1.293105426490849,0.015704676508903503,0.9230359196662903,Excellent ✓
2,3.793956756591797,8.785995558645757,0.03898176923394203,0.6047196984291077,Good ✓
3,2.941920280456543,3.6215170866939603,0.03043951652944088,0.8426187038421631,Excellent ✓
