fold,mae,rmse,mape,r2,performance
0,0.05679139867424965,0.08889864794371578,0.005394937004894018,0.7685862183570862,Excellent ✓
1,0.0343429259955883,0.04208986571105597,0.0032318623270839453,0.9512341022491455,Excellent ✓
2,0.06923618912696838,0.0953907637474057,0.006761327385902405,0.6381508111953735,Good ✓
3,0.03244835138320923,0.0466058749028625,0.003112851409241557,0.952861487865448,Excellent ✓
