fold,mae,rmse,mape,r2,performance
0,0.03935176506638527,0.049612107727297766,0.05095886066555977,0.7028672099113464,Excellent ✓
1,0.006549017503857613,0.008155484188036034,0.00866993609815836,0.9244639277458191,Excellent ✓
2,0.008378256112337112,0.015154055695864485,0.012470349669456482,0.8584224581718445,Excellent ✓
3,0.004605235066264868,0.006218648357169479,0.007035581395030022,0.8771636486053467,Excellent ✓
